datetime,energy_supplied_kwh,energy_billed_kwh
2014-10-15 09:59:02,800.0,767.35
2014-10-15 10:59:02,569.4,535.71
2014-10-15 11:59:01,564.89,531.04
2014-10-15 12:59:01,487.34,483.61
2014-10-15 13:59:00,200.0,185.66
2014-10-15 14:59:00,458.33,316.58
2014-10-15 15:58:59,456.12,441.72
2014-10-15 16:58:58,799.4,770.17
2014-10-15 17:58:58,399.59,391.42
2014-10-15 18:58:57,468.57,426.0
2014-10-15 19:58:57,422.51,413.42
2014-10-15 20:58:56,262.18,257.45
2014-10-15 21:58:56,620.64,595.63
2014-10-15 22:58:55,580.74,569.03
2014-10-15 23:58:55,609.84,581.06
2014-10-16 00:58:54,345.4,319.65
2014-10-16 01:58:54,767.14,730.34
2014-10-16 02:58:53,281.31,266.94
2014-10-16 03:58:53,663.38,637.0
2014-10-16 04:58:52,800.0,778.99
2014-10-16 05:58:51,379.66,364.57
2014-10-16 06:58:51,464.29,434.58
2014-10-16 07:58:50,591.84,550.75
2014-10-16 08:58:50,468.24,367.41
2014-10-16 09:58:49,261.46,245.56
2014-10-16 10:58:49,550.03,532.95
2014-10-16 11:58:48,331.81,320.55
2014-10-16 12:58:48,580.51,571.11
2014-10-16 13:58:47,330.35,308.89
2014-10-16 14:58:47,706.23,681.77
2014-10-16 15:58:46,327.94,321.02
2014-10-16 16:58:46,387.41,366.48
2014-10-16 17:58:45,545.82,508.06
2014-10-16 18:58:44,247.14,237.67
2014-10-16 19:58:44,460.62,454.58
2014-10-16 20:58:43,628.4,603.79
2014-10-16 21:58:43,202.68,192.69
2014-10-16 22:58:42,491.53,464.14
2014-10-16 23:58:42,523.05,492.2
2014-10-17 00:58:41,632.91,603.56
2014-10-17 01:58:41,300.97,288.83
2014-10-17 02:58:40,296.19,279.21
2014-10-17 03:58:40,651.17,637.38
2014-10-17 04:58:39,622.0,604.86
2014-10-17 05:58:38,621.2,601.38
2014-10-17 06:58:38,642.73,618.92
2014-10-17 07:58:37,440.09,431.24
2014-10-17 08:58:37,609.56,571.46
2014-10-17 09:58:36,608.14,594.04
2014-10-17 10:58:36,406.95,406.54
2014-10-17 11:58:35,800.0,749.79
2014-10-17 12:58:35,580.55,549.04
2014-10-17 13:58:34,285.93,273.38
2014-10-17 14:58:34,565.74,535.51
2014-10-17 15:58:33,298.85,284.82
2014-10-17 16:58:33,551.47,515.1
2014-10-17 17:58:32,595.98,577.4
2014-10-17 18:58:31,306.41,283.05
2014-10-17 19:58:31,567.6,532.38
2014-10-17 20:58:30,496.11,479.2
2014-10-17 21:58:30,571.89,554.04
2014-10-17 22:58:29,760.77,724.53
2014-10-17 23:58:29,440.49,429.58
2014-10-18 00:58:28,371.86,356.5
2014-10-18 01:58:28,362.32,337.24
2014-10-18 02:58:27,388.41,369.66
2014-10-18 03:58:27,538.54,494.0
2014-10-18 04:58:26,630.48,610.85
2014-10-18 05:58:26,626.3,593.02
2014-10-18 06:58:25,736.71,710.62
2014-10-18 07:58:24,574.98,551.25
2014-10-18 08:58:24,800.0,756.8
2014-10-18 09:58:23,503.27,487.27
2014-10-18 10:58:23,800.0,776.41
2014-10-18 11:58:22,629.9,606.84
2014-10-18 12:58:22,354.28,341.77
2014-10-18 13:58:21,305.6,297.4
2014-10-18 14:58:21,538.37,500.14
2014-10-18 15:58:20,413.01,396.68
2014-10-18 16:58:20,540.66,508.25
2014-10-18 17:58:19,496.35,467.24
2014-10-18 18:58:19,414.48,388.18
2014-10-18 19:58:18,304.46,298.08
2014-10-18 20:58:17,210.98,202.81
2014-10-18 21:58:17,379.11,357.36
2014-10-18 22:58:16,597.17,576.91
2014-10-18 23:58:16,515.57,478.56
2014-10-19 00:58:15,288.22,281.62
2014-10-19 01:58:15,550.0,517.13
2014-10-19 02:58:14,607.92,585.45
2014-10-19 03:58:14,386.84,362.12
2014-10-19 04:58:13,594.48,564.84
2014-10-19 05:58:13,583.77,566.38
2014-10-19 06:58:12,351.55,330.54
2014-10-19 07:58:11,642.08,633.16
2014-10-19 08:58:11,672.67,646.61
2014-10-19 09:58:10,756.68,728.84
2014-10-19 10:58:10,730.08,691.55
2014-10-19 11:58:09,276.12,275.84
2014-10-19 12:58:09,340.57,323.81
2014-10-19 13:58:08,564.75,535.55
2014-10-19 14:58:08,543.29,526.61
2014-10-19 15:58:07,525.24,504.48
2014-10-19 16:58:07,800.0,763.49
2014-10-19 17:58:06,510.55,478.88
2014-10-19 18:58:06,589.09,585.54
2014-10-19 19:58:05,566.24,541.34
2014-10-19 20:58:04,531.4,502.9
2014-10-19 21:58:04,399.06,376.61
2014-10-19 22:58:03,581.85,557.96
2014-10-19 23:58:03,354.31,334.71
2014-10-20 00:58:02,459.74,439.66
2014-10-20 01:58:02,433.7,405.39
2014-10-20 02:58:01,552.46,535.9
2014-10-20 03:58:01,800.0,773.54
2014-10-20 04:58:00,206.28,195.28
2014-10-20 05:58:00,706.01,666.03
2014-10-20 06:57:59,259.71,245.67
2014-10-20 07:57:59,480.59,462.65
2014-10-20 08:57:58,774.12,586.51
2014-10-20 09:57:57,565.12,539.81
2014-10-20 10:57:57,340.54,331.97
2014-10-20 11:57:56,393.09,381.18
2014-10-20 12:57:56,615.53,571.64
2014-10-20 13:57:55,361.25,346.08
2014-10-20 14:57:55,496.54,478.88
2014-10-20 15:57:54,453.89,438.2
2014-10-20 16:57:54,338.67,321.66
2014-10-20 17:57:53,739.22,677.91
2014-10-20 18:57:53,516.6,482.66
2014-10-20 19:57:52,200.0,195.72
2014-10-20 20:57:52,462.63,431.13
2014-10-20 21:57:51,346.4,336.01
2014-10-20 22:57:50,596.55,576.66
2014-10-20 23:57:50,351.09,338.24
2014-10-21 00:57:49,480.49,469.03
2014-10-21 01:57:49,608.59,567.12
2014-10-21 02:57:48,695.72,671.67
2014-10-21 03:57:48,327.34,324.97
2014-10-21 04:57:47,500.7,485.8
2014-10-21 05:57:47,480.01,456.7
2014-10-21 06:57:46,447.27,440.99
2014-10-21 07:57:46,800.0,760.12
2014-10-21 08:57:45,642.74,624.09
2014-10-21 09:57:44,315.95,295.38
2014-10-21 10:57:44,705.24,667.73
2014-10-21 11:57:43,800.0,762.84
2014-10-21 12:57:43,675.52,663.96
2014-10-21 13:57:42,232.32,227.26
2014-10-21 14:57:42,386.35,372.99
2014-10-21 15:57:41,639.5,613.36
2014-10-21 16:57:41,330.37,306.41
2014-10-21 17:57:40,492.07,467.3
2014-10-21 18:57:40,536.93,516.47
2014-10-21 19:57:39,292.81,271.86
2014-10-21 20:57:39,426.24,407.75
2014-10-21 21:57:38,200.0,189.44
2014-10-21 22:57:37,301.42,279.43
2014-10-21 23:57:37,439.32,413.88
2014-10-22 00:57:36,287.88,192.65
2014-10-22 01:57:36,800.0,755.63
2014-10-22 02:57:35,276.14,264.04
2014-10-22 03:57:35,470.29,448.77
2014-10-22 04:57:34,590.07,580.35
2014-10-22 05:57:34,800.0,774.21
2014-10-22 06:57:33,294.29,281.3
2014-10-22 07:57:33,798.83,756.22
2014-10-22 08:57:32,566.92,545.84
2014-10-22 09:57:32,368.48,221.92
2014-10-22 10:57:31,621.95,585.16
2014-10-22 11:57:30,554.57,527.15
2014-10-22 12:57:30,397.96,390.4
2014-10-22 13:57:29,491.99,470.36
2014-10-22 14:57:29,401.91,380.13
2014-10-22 15:57:28,464.22,444.11
2014-10-22 16:57:28,532.99,510.29
2014-10-22 17:57:27,658.11,630.36
2014-10-22 18:57:27,246.14,238.18
2014-10-22 19:57:26,737.63,721.04
2014-10-22 20:57:26,200.0,183.14
2014-10-22 21:57:25,423.9,412.48
2014-10-22 22:57:25,555.01,534.7
2014-10-22 23:57:24,526.5,500.4
2014-10-23 00:57:23,394.14,390.99
2014-10-23 01:57:23,482.66,447.44
2014-10-23 02:57:22,447.4,379.17
2014-10-23 03:57:22,442.21,434.28
2014-10-23 04:57:21,728.15,699.62
2014-10-23 05:57:21,641.93,601.99
2014-10-23 06:57:20,439.54,419.94
2014-10-23 07:57:20,747.53,700.44
2014-10-23 08:57:19,623.98,448.09
2014-10-23 09:57:19,705.88,684.65
2014-10-23 10:57:18,652.56,617.71
2014-10-23 11:57:17,373.01,364.31
2014-10-23 12:57:17,404.77,389.94
2014-10-23 13:57:16,602.7,574.83
2014-10-23 14:57:16,558.48,531.88
2014-10-23 15:57:15,443.79,430.61
2014-10-23 16:57:15,452.4,427.19
2014-10-23 17:57:14,613.29,601.9
2014-10-23 18:57:14,339.52,329.63
2014-10-23 19:57:13,507.09,474.48
2014-10-23 20:57:13,405.14,392.73
2014-10-23 21:57:12,413.89,393.24
2014-10-23 22:57:12,635.28,470.7
2014-10-23 23:57:11,615.46,587.97
2014-10-24 00:57:10,638.3,594.14
2014-10-24 01:57:10,749.96,734.5
2014-10-24 02:57:09,541.34,522.73
2014-10-24 03:57:09,681.26,580.08
2014-10-24 04:57:08,505.35,491.99
2014-10-24 05:57:08,635.54,612.24
2014-10-24 06:57:07,549.56,523.4
2014-10-24 07:57:07,591.32,562.93
2014-10-24 08:57:06,679.27,652.53
2014-10-24 09:57:06,399.18,394.38
2014-10-24 10:57:05,800.0,773.31
2014-10-24 11:57:05,341.75,335.0
2014-10-24 12:57:04,293.59,280.78
2014-10-24 13:57:03,669.82,640.17
2014-10-24 14:57:03,586.99,561.91
2014-10-24 15:57:02,541.81,526.63
2014-10-24 16:57:02,527.99,520.13
2014-10-24 17:57:01,425.78,395.67
2014-10-24 18:57:01,295.35,281.96
2014-10-24 19:57:00,438.58,421.31
2014-10-24 20:57:00,334.88,320.22
2014-10-24 21:56:59,595.15,582.74
2014-10-24 22:56:59,439.38,332.75
2014-10-24 23:56:58,345.7,334.59
2014-10-25 00:56:58,445.36,426.22
2014-10-25 01:56:57,592.34,560.5
2014-10-25 02:56:56,434.48,409.32
2014-10-25 03:56:56,398.43,380.67
2014-10-25 04:56:55,611.76,595.58
2014-10-25 05:56:55,620.12,585.53
2014-10-25 06:56:54,475.89,447.19
2014-10-25 07:56:54,480.77,448.99
2014-10-25 08:56:53,609.52,576.14
2014-10-25 09:56:53,280.75,257.53
2014-10-25 10:56:52,280.29,266.93
2014-10-25 11:56:52,392.53,373.45
2014-10-25 12:56:51,463.71,432.58
2014-10-25 13:56:50,531.39,492.07
2014-10-25 14:56:50,694.5,645.89
2014-10-25 15:56:49,577.3,552.16
2014-10-25 16:56:49,411.39,387.22
2014-10-25 17:56:48,424.79,397.55
2014-10-25 18:56:48,280.13,267.21
2014-10-25 19:56:47,424.86,412.23
2014-10-25 20:56:47,392.35,381.78
2014-10-25 21:56:46,496.01,470.33
2014-10-25 22:56:46,332.42,312.22
2014-10-25 23:56:45,565.45,544.67
2014-10-26 00:56:45,760.57,736.82
2014-10-26 01:56:44,500.2,482.33
2014-10-26 02:56:43,610.91,581.77
2014-10-26 03:56:43,682.8,642.5
2014-10-26 04:56:42,487.88,462.65
2014-10-26 05:56:42,616.06,588.26
2014-10-26 06:56:41,577.46,537.03
2014-10-26 07:56:41,591.46,535.85
2014-10-26 08:56:40,416.47,397.64
2014-10-26 09:56:40,557.64,516.41
2014-10-26 10:56:39,628.51,608.0
2014-10-26 11:56:39,775.68,724.81
2014-10-26 12:56:38,663.08,643.06
2014-10-26 13:56:38,800.0,769.1
2014-10-26 14:56:37,341.83,326.7
2014-10-26 15:56:36,579.53,573.51
2014-10-26 16:56:36,462.17,456.53
2014-10-26 17:56:35,745.88,723.74
2014-10-26 18:56:35,308.2,286.99
2014-10-26 19:56:34,305.49,293.06
2014-10-26 20:56:34,346.39,325.1
2014-10-26 21:56:33,200.0,196.92
2014-10-26 22:56:33,379.83,360.28
2014-10-26 23:56:32,356.55,337.68
2014-10-27 00:56:32,525.57,511.0
2014-10-27 01:56:31,579.77,534.25
2014-10-27 02:56:31,800.0,782.1
2014-10-27 03:56:30,731.74,702.01
2014-10-27 04:56:29,454.14,413.63
2014-10-27 05:56:29,397.58,386.5
2014-10-27 06:56:28,671.17,648.47
2014-10-27 07:56:28,315.49,300.41
2014-10-27 08:56:27,800.0,783.12
2014-10-27 09:56:27,774.8,732.73
2014-10-27 10:56:26,451.76,445.91
2014-10-27 11:56:26,216.87,207.11
2014-10-27 12:56:25,730.16,678.29
2014-10-27 13:56:25,461.87,435.76
2014-10-27 14:56:24,657.15,628.06
2014-10-27 15:56:23,204.66,196.64
2014-10-27 16:56:23,346.39,331.33
2014-10-27 17:56:22,428.32,411.26
2014-10-27 18:56:22,431.79,409.27
2014-10-27 19:56:21,362.13,341.63
2014-10-27 20:56:21,527.18,502.09
2014-10-27 21:56:20,284.72,268.32
2014-10-27 22:56:20,440.11,416.23
2014-10-27 23:56:19,500.24,488.95
2014-10-28 00:56:19,587.45,585.71
2014-10-28 01:56:18,645.08,614.05
2014-10-28 02:56:18,331.97,319.72
2014-10-28 03:56:17,264.57,251.7
2014-10-28 04:56:16,800.0,739.93
2014-10-28 05:56:16,637.12,611.52
2014-10-28 06:56:15,428.67,406.98
2014-10-28 07:56:15,800.0,776.17
2014-10-28 08:56:14,587.17,555.55
2014-10-28 09:56:14,774.78,750.81
2014-10-28 10:56:13,549.84,515.19
2014-10-28 11:56:13,800.0,762.23
2014-10-28 12:56:12,798.41,764.58
2014-10-28 13:56:12,439.91,433.08
2014-10-28 14:56:11,615.28,602.8
2014-10-28 15:56:11,545.04,514.82
2014-10-28 16:56:10,637.49,595.46
2014-10-28 17:56:09,287.29,273.11
2014-10-28 18:56:09,524.13,502.69
2014-10-28 19:56:08,581.42,554.75
2014-10-28 20:56:08,200.0,191.52
2014-10-28 21:56:07,267.15,258.51
2014-10-28 22:56:07,200.0,195.86
2014-10-28 23:56:06,436.57,427.47
2014-10-29 00:56:06,621.98,601.68
2014-10-29 01:56:05,784.73,748.11
2014-10-29 02:56:05,551.04,539.42
2014-10-29 03:56:04,800.0,765.05
2014-10-29 04:56:04,299.86,290.42
2014-10-29 05:56:03,240.91,237.32
2014-10-29 06:56:02,564.14,545.28
2014-10-29 07:56:02,647.2,615.32
2014-10-29 08:56:01,558.67,539.87
2014-10-29 09:56:01,200.0,185.68
2014-10-29 10:56:00,521.21,491.9
2014-10-29 11:56:00,289.04,270.55
2014-10-29 12:55:59,613.84,551.89
2014-10-29 13:55:59,540.49,521.73
2014-10-29 14:55:58,314.7,308.66
2014-10-29 15:55:58,368.88,357.49
2014-10-29 16:55:57,278.37,193.72
2014-10-29 17:55:56,418.44,396.66
2014-10-29 18:55:56,563.02,535.81
2014-10-29 19:55:55,284.26,273.76
2014-10-29 20:55:55,509.6,482.88
2014-10-29 21:55:54,366.38,342.36
2014-10-29 22:55:54,337.82,327.19
2014-10-29 23:55:53,463.1,450.01
2014-10-30 00:55:53,324.01,297.97
2014-10-30 01:55:52,421.64,411.21
2014-10-30 02:55:52,318.59,299.4
2014-10-30 03:55:51,800.0,766.83
2014-10-30 04:55:51,571.73,530.71
2014-10-30 05:55:50,436.26,418.9
2014-10-30 06:55:49,616.83,584.66
2014-10-30 07:55:49,550.58,538.82
2014-10-30 08:55:48,522.51,505.37
2014-10-30 09:55:48,668.52,635.47
2014-10-30 10:55:47,675.93,653.62
2014-10-30 11:55:47,425.72,416.42
2014-10-30 12:55:46,402.11,368.64
2014-10-30 13:55:46,435.65,416.2
2014-10-30 14:55:45,200.0,186.87
2014-10-30 15:55:45,216.71,199.52
2014-10-30 16:55:44,637.23,614.55
2014-10-30 17:55:44,666.68,637.7
2014-10-30 18:55:43,389.01,370.97
2014-10-30 19:55:42,511.37,484.02
2014-10-30 20:55:42,481.09,449.77
2014-10-30 21:55:41,800.0,749.94
2014-10-30 22:55:41,638.55,601.54
2014-10-30 23:55:40,459.69,441.66
2014-10-31 00:55:40,337.56,322.42
2014-10-31 01:55:39,235.71,230.42
2014-10-31 02:55:39,574.68,541.45
2014-10-31 03:55:38,410.82,375.24
2014-10-31 04:55:38,291.76,277.25
2014-10-31 05:55:37,446.6,415.27
2014-10-31 06:55:37,363.56,341.71
2014-10-31 07:55:36,800.0,771.85
2014-10-31 08:55:35,734.3,712.95
2014-10-31 09:55:35,551.53,538.01
2014-10-31 10:55:34,800.0,762.26
2014-10-31 11:55:34,533.07,503.74
2014-10-31 12:55:33,353.58,333.79
2014-10-31 13:55:33,729.47,711.56
2014-10-31 14:55:32,547.24,510.47
2014-10-31 15:55:32,289.34,279.21
2014-10-31 16:55:31,406.89,387.68
2014-10-31 17:55:31,300.27,290.23
2014-10-31 18:55:30,225.19,219.85
2014-10-31 19:55:29,562.19,549.65
2014-10-31 20:55:29,717.48,676.01
2014-10-31 21:55:28,234.43,223.93
2014-10-31 22:55:28,551.03,537.14
2014-10-31 23:55:27,374.27,258.52
2014-11-01 00:55:27,417.19,387.73
2014-11-01 01:55:26,414.79,292.98
2014-11-01 02:55:26,379.61,358.33
2014-11-01 03:55:25,562.16,515.51
2014-11-01 04:55:25,405.34,376.13
2014-11-01 05:55:24,625.08,596.54
2014-11-01 06:55:24,565.18,545.27
2014-11-01 07:55:23,525.94,477.8
2014-11-01 08:55:22,390.62,364.56
2014-11-01 09:55:22,444.58,428.94
2014-11-01 10:55:21,675.55,661.34
2014-11-01 11:55:21,607.87,605.1
2014-11-01 12:55:20,333.82,326.49
2014-11-01 13:55:20,496.82,478.77
2014-11-01 14:55:19,580.66,540.54
2014-11-01 15:55:19,200.0,187.44
2014-11-01 16:55:18,515.42,489.74
2014-11-01 17:55:18,331.23,312.66
2014-11-01 18:55:17,507.45,491.75
2014-11-01 19:55:17,316.6,309.8
2014-11-01 20:55:16,200.0,191.83
2014-11-01 21:55:15,200.0,187.44
2014-11-01 22:55:15,470.06,448.52
2014-11-01 23:55:14,523.03,492.82
2014-11-02 00:55:14,346.27,330.46
2014-11-02 01:55:13,632.19,618.51
2014-11-02 02:55:13,233.86,222.12
2014-11-02 03:55:12,540.61,520.02
2014-11-02 04:55:12,332.34,310.9
2014-11-02 05:55:11,445.58,438.21
2014-11-02 06:55:11,584.27,541.86
2014-11-02 07:55:10,404.98,395.74
2014-11-02 08:55:10,491.09,471.49
2014-11-02 09:55:09,742.25,728.68
2014-11-02 10:55:08,432.07,404.74
2014-11-02 11:55:08,666.99,650.36
2014-11-02 12:55:07,307.95,297.11
2014-11-02 13:55:07,567.16,531.03
2014-11-02 14:55:06,689.19,664.49
2014-11-02 15:55:06,200.0,191.28
2014-11-02 16:55:05,317.17,299.56
2014-11-02 17:55:05,511.44,485.18
2014-11-02 18:55:04,395.66,376.33
2014-11-02 19:55:04,481.51,464.91
2014-11-02 20:55:03,345.71,332.6
2014-11-02 21:55:02,460.13,435.82
2014-11-02 22:55:02,438.02,420.57
2014-11-02 23:55:01,671.4,638.11
2014-11-03 00:55:01,543.25,537.58
2014-11-03 01:55:00,579.03,553.26
2014-11-03 02:55:00,462.23,436.99
2014-11-03 03:54:59,461.35,435.08
2014-11-03 04:54:59,481.86,462.0
2014-11-03 05:54:58,649.22,616.28
2014-11-03 06:54:58,492.7,322.79
2014-11-03 07:54:57,628.84,584.54
2014-11-03 08:54:57,800.0,768.91
2014-11-03 09:54:56,716.83,668.12
2014-11-03 10:54:55,477.92,457.36
2014-11-03 11:54:55,731.55,713.95
2014-11-03 12:54:54,430.63,413.06
2014-11-03 13:54:54,200.0,194.59
2014-11-03 14:54:53,303.98,291.8
2014-11-03 15:54:53,200.0,194.7
2014-11-03 16:54:52,383.05,367.39
2014-11-03 17:54:52,430.23,403.25
2014-11-03 18:54:51,667.25,620.03
2014-11-03 19:54:51,475.08,458.95
2014-11-03 20:54:50,402.64,379.27
2014-11-03 21:54:50,573.01,531.55
2014-11-03 22:54:49,200.0,195.19
2014-11-03 23:54:48,519.09,511.74
2014-11-04 00:54:48,631.05,618.35
2014-11-04 01:54:47,258.29,180.24
2014-11-04 02:54:47,746.52,742.16
2014-11-04 03:54:46,616.68,576.19
2014-11-04 04:54:46,485.18,482.85
2014-11-04 05:54:45,695.6,664.42
2014-11-04 06:54:45,800.0,759.38
2014-11-04 07:54:44,607.84,572.92
2014-11-04 08:54:44,612.63,572.61
2014-11-04 09:54:43,466.66,431.88
2014-11-04 10:54:43,382.19,362.29
2014-11-04 11:54:42,666.05,643.2
2014-11-04 12:54:41,354.47,337.32
2014-11-04 13:54:41,492.28,466.61
2014-11-04 14:54:40,387.39,368.28
2014-11-04 15:54:40,519.76,500.84
2014-11-04 16:54:39,484.4,452.07
2014-11-04 17:54:39,578.38,556.4
2014-11-04 18:54:38,351.3,336.24
2014-11-04 19:54:38,388.32,254.54
2014-11-04 20:54:37,290.27,272.36
2014-11-04 21:54:37,379.45,347.39
2014-11-04 22:54:36,521.83,487.07
2014-11-04 23:54:35,604.28,588.76
2014-11-05 00:54:35,343.23,332.78
2014-11-05 01:54:34,672.98,661.6
2014-11-05 02:54:34,785.24,745.59
2014-11-05 03:54:33,630.77,596.92
2014-11-05 04:54:33,800.0,773.72
2014-11-05 05:54:32,421.84,407.06
2014-11-05 06:54:32,331.67,328.1
2014-11-05 07:54:31,226.25,216.53
2014-11-05 08:54:31,800.0,774.03
2014-11-05 09:54:30,676.07,654.01
2014-11-05 10:54:30,527.34,481.88
2014-11-05 11:54:29,568.85,536.42
2014-11-05 12:54:28,308.67,294.94
2014-11-05 13:54:28,800.0,760.78
2014-11-05 14:54:27,482.82,465.47
2014-11-05 15:54:27,463.59,434.64
2014-11-05 16:54:26,542.4,520.66
2014-11-05 17:54:26,497.48,484.82
2014-11-05 18:54:25,457.35,423.34
2014-11-05 19:54:25,312.65,303.01
2014-11-05 20:54:24,504.79,463.43
2014-11-05 21:54:24,732.98,688.02
2014-11-05 22:54:23,674.07,635.49
2014-11-05 23:54:23,740.92,720.39
2014-11-06 00:54:22,413.09,383.57
2014-11-06 01:54:21,344.65,314.31
2014-11-06 02:54:21,514.51,500.75
2014-11-06 03:54:20,563.51,538.98
2014-11-06 04:54:20,775.13,752.76
2014-11-06 05:54:19,243.04,233.61
2014-11-06 06:54:19,800.0,766.46
2014-11-06 07:54:18,541.69,504.69
2014-11-06 08:54:18,482.96,473.61
2014-11-06 09:54:17,362.73,341.71
2014-11-06 10:54:17,235.07,221.28
2014-11-06 11:54:16,664.78,645.83
2014-11-06 12:54:16,512.46,489.18
2014-11-06 13:54:15,269.81,260.45
2014-11-06 14:54:14,258.85,246.63
2014-11-06 15:54:14,395.94,364.94
2014-11-06 16:54:13,681.92,661.94
2014-11-06 17:54:13,389.82,370.19
2014-11-06 18:54:12,207.8,201.89
2014-11-06 19:54:12,391.83,369.08
2014-11-06 20:54:11,394.71,374.66
2014-11-06 21:54:11,200.0,188.86
2014-11-06 22:54:10,453.96,437.85
2014-11-06 23:54:10,442.85,432.02
2014-11-07 00:54:09,618.36,608.22
2014-11-07 01:54:08,800.0,763.86
2014-11-07 02:54:08,743.38,702.74
2014-11-07 03:54:07,502.47,476.28
2014-11-07 04:54:07,352.41,331.88
2014-11-07 05:54:06,800.0,771.76
2014-11-07 06:54:06,586.58,561.19
2014-11-07 07:54:05,575.16,573.56
2014-11-07 08:54:05,560.32,536.48
2014-11-07 09:54:04,590.28,545.22
2014-11-07 10:54:04,511.12,486.41
2014-11-07 11:54:03,418.1,384.22
2014-11-07 12:54:03,407.03,385.53
2014-11-07 13:54:02,475.24,445.32
2014-11-07 14:54:01,377.05,355.25
2014-11-07 15:54:01,338.64,318.32
2014-11-07 16:54:00,450.79,427.84
2014-11-07 17:54:00,390.49,366.92
2014-11-07 18:53:59,642.33,619.3
2014-11-07 19:53:59,200.0,186.17
2014-11-07 20:53:58,596.5,552.92
2014-11-07 21:53:58,636.33,603.17
2014-11-07 22:53:57,200.0,192.3
2014-11-07 23:53:57,424.59,414.7
2014-11-08 00:53:56,436.86,414.18
2014-11-08 01:53:56,270.85,258.76
2014-11-08 02:53:55,395.35,382.16
2014-11-08 03:53:54,344.21,334.82
2014-11-08 04:53:54,800.0,779.15
2014-11-08 05:53:53,754.56,719.76
2014-11-08 06:53:53,800.0,757.04
2014-11-08 07:53:52,712.9,674.11
2014-11-08 08:53:52,348.08,312.31
2014-11-08 09:53:51,454.41,428.01
2014-11-08 10:53:51,626.93,586.16
2014-11-08 11:53:50,303.58,289.89
2014-11-08 12:53:50,621.21,608.81
2014-11-08 13:53:49,441.32,424.81
