datetime,energy_supplied_kwh,energy_billed_kwh
2014-10-17 09:58:36,134.7,131.59
2014-10-17 10:58:36,211.95,205.86
2014-10-17 11:58:35,181.13,180.29
2014-10-17 12:58:35,193.79,187.75
2014-10-17 13:58:34,268.76,262.0
2014-10-17 14:58:34,140.57,136.76
2014-10-17 15:58:33,198.42,189.84
2014-10-17 16:58:33,117.99,115.46
2014-10-17 17:58:32,145.87,143.24
2014-10-17 18:58:31,173.89,172.31
2014-10-17 19:58:31,143.98,141.13
2014-10-17 20:58:30,111.44,109.03
2014-10-17 21:58:30,120.48,115.64
2014-10-17 22:58:29,80.0,75.26
2014-10-17 23:58:29,232.8,223.31
2014-10-18 00:58:28,224.65,215.97
2014-10-18 01:58:28,248.21,238.96
2014-10-18 02:58:27,295.54,286.82
2014-10-18 03:58:27,227.57,224.62
2014-10-18 04:58:26,141.82,138.73
2014-10-18 05:58:26,220.47,217.38
2014-10-18 06:58:25,244.13,195.42
2014-10-18 07:58:24,146.24,140.04
2014-10-18 08:58:24,146.26,141.43
2014-10-18 09:58:23,96.2,94.65
2014-10-18 10:58:23,300.0,289.24
2014-10-18 11:58:22,264.57,257.25
2014-10-18 12:58:22,211.17,208.18
2014-10-18 13:58:21,181.35,173.48
2014-10-18 14:58:21,144.76,140.13
2014-10-18 15:58:20,160.49,156.79
2014-10-18 16:58:20,274.18,269.45
2014-10-18 17:58:19,171.98,165.18
2014-10-18 18:58:19,162.0,160.94
2014-10-18 19:58:18,144.28,137.91
2014-10-18 20:58:17,157.17,150.18
2014-10-18 21:58:17,139.49,138.16
2014-10-18 22:58:16,192.5,187.55
2014-10-18 23:58:16,175.5,172.68
2014-10-19 00:58:15,142.45,140.93
2014-10-19 01:58:15,300.0,290.87
2014-10-19 02:58:14,214.37,208.7
2014-10-19 03:58:14,115.27,112.95
2014-10-19 04:58:13,222.18,217.18
2014-10-19 05:58:13,232.69,227.14
2014-10-19 06:58:12,180.32,175.81
2014-10-19 07:58:11,161.51,155.89
2014-10-19 08:58:11,193.36,187.56
2014-10-19 09:58:10,190.73,182.81
2014-10-19 10:58:10,242.86,235.61
2014-10-19 11:58:09,93.0,91.64
2014-10-19 12:58:09,142.25,138.44
2014-10-19 13:58:08,80.0,77.16
2014-10-19 14:58:08,124.15,102.19
2014-10-19 15:58:07,188.9,179.53
2014-10-19 16:58:07,95.52,94.75
2014-10-19 17:58:06,195.66,190.5
2014-10-19 18:58:06,106.06,103.22
2014-10-19 19:58:05,115.49,112.76
2014-10-19 20:58:04,80.0,78.34
2014-10-19 21:58:04,80.0,77.27
2014-10-19 22:58:03,188.79,181.56
2014-10-19 23:58:03,209.9,202.59
2014-10-20 00:58:02,191.67,188.33
2014-10-20 01:58:02,300.0,295.07
2014-10-20 02:58:01,160.93,159.96
2014-10-20 03:58:01,239.73,230.9
2014-10-20 04:58:00,300.0,293.62
2014-10-20 05:58:00,283.59,274.82
2014-10-20 06:57:59,182.18,180.24
2014-10-20 07:57:59,193.26,188.83
2014-10-20 08:57:58,220.95,210.73
2014-10-20 09:57:57,232.89,226.18
2014-10-20 10:57:57,202.94,200.73
2014-10-20 11:57:56,161.45,155.03
2014-10-20 12:57:56,213.95,204.13
2014-10-20 13:57:55,206.18,187.62
2014-10-20 14:57:55,145.89,140.04
2014-10-20 15:57:54,87.75,87.38
2014-10-20 16:57:54,114.71,113.81
2014-10-20 17:57:53,107.44,103.74
2014-10-20 18:57:53,118.77,116.66
2014-10-20 19:57:52,132.37,130.31
2014-10-20 20:57:52,203.38,198.52
2014-10-20 21:57:51,199.11,194.86
2014-10-20 22:57:50,209.12,206.5
2014-10-20 23:57:50,211.41,205.15
2014-10-21 00:57:49,243.79,232.22
2014-10-21 01:57:49,241.07,235.33
2014-10-21 02:57:48,102.1,96.46
2014-10-21 03:57:48,247.26,240.07
2014-10-21 04:57:47,178.55,173.6
2014-10-21 05:57:47,178.77,172.79
2014-10-21 06:57:46,272.28,264.64
2014-10-21 07:57:46,184.26,177.0
2014-10-21 08:57:45,218.16,210.79
2014-10-21 09:57:44,95.3,92.39
2014-10-21 10:57:44,196.23,191.75
2014-10-21 11:57:43,166.56,162.59
2014-10-21 12:57:43,226.74,223.24
2014-10-21 13:57:42,152.5,148.84
2014-10-21 14:57:42,82.39,82.31
2014-10-21 15:57:41,80.0,76.94
2014-10-21 16:57:41,174.37,170.17
2014-10-21 17:57:40,122.58,120.71
2014-10-21 18:57:40,164.05,157.08
2014-10-21 19:57:39,144.58,141.27
2014-10-21 20:57:39,231.21,227.54
2014-10-21 21:57:38,172.99,171.77
2014-10-21 22:57:37,127.37,124.59
2014-10-21 23:57:37,197.15,193.09
2014-10-22 00:57:36,155.51,150.55
2014-10-22 01:57:36,275.82,273.41
2014-10-22 02:57:35,211.42,205.71
2014-10-22 03:57:35,85.25,82.66
2014-10-22 04:57:34,232.91,227.65
2014-10-22 05:57:34,298.39,290.07
2014-10-22 06:57:33,169.05,166.05
2014-10-22 07:57:33,198.2,192.54
2014-10-22 08:57:32,300.0,292.02
2014-10-22 09:57:32,200.3,197.44
2014-10-22 10:57:31,300.0,286.47
2014-10-22 11:57:30,215.56,207.07
2014-10-22 12:57:30,191.72,184.8
2014-10-22 13:57:29,194.36,190.81
2014-10-22 14:57:29,175.22,173.09
2014-10-22 15:57:28,126.53,122.43
2014-10-22 16:57:28,207.95,200.31
2014-10-22 17:57:27,216.91,210.09
2014-10-22 18:57:27,195.49,189.89
2014-10-22 19:57:26,90.63,86.84
2014-10-22 20:57:26,80.0,76.62
2014-10-22 21:57:25,118.49,114.8
2014-10-22 22:57:25,176.37,174.33
2014-10-22 23:57:24,142.25,138.95
2014-10-23 00:57:23,208.66,203.38
2014-10-23 01:57:23,282.83,272.49
2014-10-23 02:57:22,161.49,158.37
2014-10-23 03:57:22,127.51,122.62
2014-10-23 04:57:21,162.0,161.84
2014-10-23 05:57:21,205.13,200.6
2014-10-23 06:57:20,137.89,133.07
2014-10-23 07:57:20,80.0,77.22
2014-10-23 08:57:19,164.81,158.99
2014-10-23 09:57:19,128.48,125.15
2014-10-23 10:57:18,300.0,292.65
2014-10-23 11:57:17,217.06,207.45
2014-10-23 12:57:17,80.0,77.52
2014-10-23 13:57:16,247.87,239.78
2014-10-23 14:57:16,114.57,113.03
2014-10-23 15:57:15,131.26,127.93
2014-10-23 16:57:15,196.36,190.74
2014-10-23 17:57:14,176.11,171.52
2014-10-23 18:57:14,167.91,162.97
2014-10-23 19:57:13,300.0,292.48
2014-10-23 20:57:13,195.28,186.54
2014-10-23 21:57:12,264.03,257.44
2014-10-23 22:57:12,155.42,151.67
2014-10-23 23:57:11,233.74,226.74
2014-10-24 00:57:10,192.97,183.27
2014-10-24 01:57:10,226.43,220.57
2014-10-24 02:57:09,203.75,199.43
2014-10-24 03:57:09,243.07,236.41
2014-10-24 04:57:08,158.96,152.31
2014-10-24 05:57:08,185.28,181.93
2014-10-24 06:57:07,182.85,180.32
2014-10-24 07:57:07,177.13,171.99
2014-10-24 08:57:06,217.14,175.08
2014-10-24 09:57:06,235.12,233.28
2014-10-24 10:57:05,237.71,231.76
2014-10-24 11:57:05,300.0,295.33
2014-10-24 12:57:04,199.67,197.31
2014-10-24 13:57:03,223.44,213.42
2014-10-24 14:57:03,96.05,94.49
2014-10-24 15:57:02,188.9,186.53
2014-10-24 16:57:02,80.0,78.7
2014-10-24 17:57:01,133.91,131.82
2014-10-24 18:57:01,117.51,114.02
2014-10-24 19:57:00,138.19,135.35
2014-10-24 20:57:00,217.49,212.21
2014-10-24 21:56:59,222.47,217.75
2014-10-24 22:56:59,210.34,203.53
2014-10-24 23:56:58,110.79,106.29
2014-10-25 00:56:58,174.39,168.88
2014-10-25 01:56:57,97.56,92.97
2014-10-25 02:56:56,219.49,216.23
2014-10-25 03:56:56,300.0,290.7
2014-10-25 04:56:55,181.37,174.33
2014-10-25 05:56:55,234.26,228.0
2014-10-25 06:56:54,147.9,143.13
2014-10-25 07:56:54,152.58,151.4
2014-10-25 08:56:53,269.28,263.62
2014-10-25 09:56:53,158.36,153.59
2014-10-25 10:56:52,182.53,180.95
2014-10-25 11:56:52,240.37,218.74
2014-10-25 12:56:51,203.4,198.34
2014-10-25 13:56:50,131.21,128.3
2014-10-25 14:56:50,80.0,77.57
2014-10-25 15:56:49,179.09,173.14
2014-10-25 16:56:49,145.8,142.1
2014-10-25 17:56:48,200.24,194.24
2014-10-25 18:56:48,157.34,156.23
2014-10-25 19:56:47,136.48,131.71
2014-10-25 20:56:47,175.29,166.37
2014-10-25 21:56:46,80.0,77.53
2014-10-25 22:56:46,130.91,128.91
2014-10-25 23:56:45,108.82,105.28
2014-10-26 00:56:45,188.7,185.76
2014-10-26 01:56:44,116.41,114.95
2014-10-26 02:56:43,139.83,137.36
2014-10-26 03:56:43,193.23,187.19
2014-10-26 04:56:42,223.66,221.04
2014-10-26 05:56:42,255.51,250.61
2014-10-26 06:56:41,176.49,174.32
2014-10-26 07:56:41,254.57,244.63
2014-10-26 08:56:40,201.66,195.46
2014-10-26 09:56:40,162.68,160.47
2014-10-26 10:56:39,293.09,286.28
2014-10-26 11:56:39,195.45,189.18
2014-10-26 12:56:38,153.45,152.26
2014-10-26 13:56:38,187.4,182.64
2014-10-26 14:56:37,124.58,119.68
2014-10-26 15:56:36,91.95,89.46
2014-10-26 16:56:36,88.54,86.18
2014-10-26 17:56:35,112.53,110.29
2014-10-26 18:56:35,91.47,89.05
2014-10-26 19:56:34,183.08,174.05
2014-10-26 20:56:34,100.48,96.31
2014-10-26 21:56:33,193.94,189.66
2014-10-26 22:56:33,148.4,143.93
2014-10-26 23:56:32,184.18,179.36
2014-10-27 00:56:32,142.81,137.56
2014-10-27 01:56:31,292.52,290.43
2014-10-27 02:56:31,229.21,223.99
2014-10-27 03:56:30,204.68,199.32
2014-10-27 04:56:29,232.07,227.65
2014-10-27 05:56:29,109.23,105.78
2014-10-27 06:56:28,139.58,133.75
2014-10-27 07:56:28,276.85,275.01
2014-10-27 08:56:27,108.63,104.31
2014-10-27 09:56:27,233.85,228.77
2014-10-27 10:56:26,93.92,90.44
2014-10-27 11:56:26,148.14,145.62
2014-10-27 12:56:25,173.16,166.27
2014-10-27 13:56:25,199.4,193.26
2014-10-27 14:56:24,193.92,189.47
2014-10-27 15:56:23,84.03,83.6
2014-10-27 16:56:23,110.19,105.84
2014-10-27 17:56:22,80.0,77.19
2014-10-27 18:56:22,221.21,218.41
2014-10-27 19:56:21,173.74,170.12
2014-10-27 20:56:21,198.77,194.09
2014-10-27 21:56:20,220.81,212.66
2014-10-27 22:56:20,85.41,84.31
2014-10-27 23:56:19,178.29,170.52
2014-10-28 00:56:19,231.64,219.47
2014-10-28 01:56:18,184.46,179.75
2014-10-28 02:56:18,262.2,256.09
2014-10-28 03:56:17,165.86,162.17
2014-10-28 04:56:16,120.91,119.43
2014-10-28 05:56:16,210.35,167.35
2014-10-28 06:56:15,300.0,296.38
2014-10-28 07:56:15,178.77,172.47
2014-10-28 08:56:14,93.03,90.97
2014-10-28 09:56:14,185.88,181.86
2014-10-28 10:56:13,178.1,172.87
2014-10-28 11:56:13,185.91,181.63
2014-10-28 12:56:12,167.62,165.56
2014-10-28 13:56:12,181.32,175.92
2014-10-28 14:56:11,132.49,128.05
2014-10-28 15:56:11,245.28,236.81
2014-10-28 16:56:10,202.33,195.23
2014-10-28 17:56:09,125.53,122.41
2014-10-28 18:56:09,127.08,114.05
2014-10-28 19:56:08,97.58,94.0
2014-10-28 20:56:08,113.95,111.45
2014-10-28 21:56:07,164.39,164.23
2014-10-28 22:56:07,198.7,195.43
2014-10-28 23:56:06,150.1,146.38
2014-10-29 00:56:06,153.71,153.56
2014-10-29 01:56:05,240.51,236.63
2014-10-29 02:56:05,189.25,183.2
2014-10-29 03:56:04,300.0,295.36
2014-10-29 04:56:04,80.0,78.72
2014-10-29 05:56:03,287.4,274.05
2014-10-29 06:56:02,208.76,203.22
2014-10-29 07:56:02,135.65,134.54
2014-10-29 08:56:01,162.26,156.18
2014-10-29 09:56:01,187.43,182.47
2014-10-29 10:56:00,236.02,192.53
2014-10-29 11:56:00,231.71,230.37
2014-10-29 12:55:59,80.0,78.34
2014-10-29 13:55:59,166.41,163.28
2014-10-29 14:55:58,202.64,201.16
2014-10-29 15:55:58,181.02,173.21
2014-10-29 16:55:57,187.59,182.62
2014-10-29 17:55:56,142.94,139.14
2014-10-29 18:55:56,182.73,179.0
2014-10-29 19:55:55,176.41,169.92
2014-10-29 20:55:55,167.77,164.84
2014-10-29 21:55:54,132.01,127.48
2014-10-29 22:55:54,194.19,188.7
2014-10-29 23:55:53,147.18,143.58
2014-10-30 00:55:53,300.0,294.5
2014-10-30 01:55:52,132.54,129.05
2014-10-30 02:55:52,80.0,78.0
2014-10-30 03:55:51,172.88,166.23
2014-10-30 04:55:51,217.79,207.45
2014-10-30 05:55:50,253.92,248.07
2014-10-30 06:55:49,80.0,76.42
2014-10-30 07:55:49,152.99,149.94
2014-10-30 08:55:48,161.05,155.31
2014-10-30 09:55:48,276.53,276.25
2014-10-30 10:55:47,167.92,157.92
2014-10-30 11:55:47,182.66,176.21
2014-10-30 12:55:46,143.84,140.27
2014-10-30 13:55:46,209.09,199.55
2014-10-30 14:55:45,171.75,167.55
2014-10-30 15:55:45,178.15,173.34
2014-10-30 16:55:44,133.89,128.68
2014-10-30 17:55:44,80.0,78.15
2014-10-30 18:55:43,285.24,278.73
2014-10-30 19:55:42,102.95,101.51
2014-10-30 20:55:42,184.0,174.92
2014-10-30 21:55:41,167.37,159.28
2014-10-30 22:55:41,108.98,106.25
2014-10-30 23:55:40,245.4,237.52
2014-10-31 00:55:40,173.68,170.47
2014-10-31 01:55:39,202.32,196.02
2014-10-31 02:55:39,111.42,108.67
2014-10-31 03:55:38,211.98,207.35
2014-10-31 04:55:38,137.02,132.67
2014-10-31 05:55:37,240.26,228.1
2014-10-31 06:55:37,80.0,78.94
2014-10-31 07:55:36,291.35,282.27
2014-10-31 08:55:35,211.75,204.73
2014-10-31 09:55:35,250.63,239.98
2014-10-31 10:55:34,166.64,161.4
2014-10-31 11:55:34,203.46,195.35
2014-10-31 12:55:33,212.05,201.82
2014-10-31 13:55:33,197.0,193.89
2014-10-31 14:55:32,196.05,188.13
2014-10-31 15:55:32,237.92,230.94
2014-10-31 16:55:31,168.27,165.63
2014-10-31 17:55:31,201.13,193.16
2014-10-31 18:55:30,86.67,84.99
2014-10-31 19:55:29,83.36,80.6
2014-10-31 20:55:29,175.78,170.61
2014-10-31 21:55:28,80.0,75.96
2014-10-31 22:55:28,214.99,210.95
2014-10-31 23:55:27,94.19,92.06
2014-11-01 00:55:27,110.65,108.47
2014-11-01 01:55:26,127.1,121.43
2014-11-01 02:55:26,80.0,79.92
2014-11-01 03:55:25,141.45,137.67
2014-11-01 04:55:25,300.0,294.37
2014-11-01 05:55:24,288.46,283.71
2014-11-01 06:55:24,145.21,142.19
2014-11-01 07:55:23,170.87,167.71
2014-11-01 08:55:22,262.67,249.76
2014-11-01 09:55:22,199.54,199.34
2014-11-01 10:55:21,80.0,76.43
2014-11-01 11:55:21,251.54,245.25
2014-11-01 12:55:20,236.36,228.3
2014-11-01 13:55:20,150.3,142.09
2014-11-01 14:55:19,136.84,134.8
2014-11-01 15:55:19,163.55,155.34
2014-11-01 16:55:18,172.53,170.34
2014-11-01 17:55:18,184.44,183.05
2014-11-01 18:55:17,147.62,143.37
2014-11-01 19:55:17,106.89,105.4
2014-11-01 20:55:16,98.02,95.58
2014-11-01 21:55:15,203.36,200.38
2014-11-01 22:55:15,103.29,100.79
2014-11-01 23:55:14,155.57,154.35
2014-11-02 00:55:14,151.53,147.9
2014-11-02 01:55:13,258.68,250.05
2014-11-02 02:55:13,181.85,175.96
2014-11-02 03:55:12,257.16,251.51
2014-11-02 04:55:12,80.0,76.0
2014-11-02 05:55:11,189.19,182.32
2014-11-02 06:55:11,188.9,183.44
2014-11-02 07:55:10,166.67,163.27
2014-11-02 08:55:10,271.48,267.78
2014-11-02 09:55:09,236.67,226.45
2014-11-02 10:55:08,108.98,105.82
2014-11-02 11:55:08,125.53,122.97
2014-11-02 12:55:07,256.39,218.24
2014-11-02 13:55:07,159.68,140.54
2014-11-02 14:55:06,196.09,193.74
2014-11-02 15:55:06,196.69,196.49
2014-11-02 16:55:05,208.56,203.5
2014-11-02 17:55:05,155.79,151.86
2014-11-02 18:55:04,179.04,175.35
2014-11-02 19:55:04,136.98,132.92
2014-11-02 20:55:03,154.83,152.53
2014-11-02 21:55:02,146.55,144.36
2014-11-02 22:55:02,160.83,159.15
2014-11-02 23:55:01,206.85,204.27
2014-11-03 00:55:01,204.22,200.75
2014-11-03 01:55:00,187.41,182.04
2014-11-03 02:55:00,80.0,77.97
2014-11-03 03:54:59,221.87,216.72
2014-11-03 04:54:59,215.63,209.72
2014-11-03 05:54:58,284.37,272.93
2014-11-03 06:54:58,155.1,154.08
2014-11-03 07:54:57,226.96,217.29
2014-11-03 08:54:57,217.48,211.8
2014-11-03 09:54:56,216.46,209.45
2014-11-03 10:54:55,212.39,206.6
2014-11-03 11:54:55,131.84,130.86
2014-11-03 12:54:54,240.84,234.03
2014-11-03 13:54:54,189.96,186.33
2014-11-03 14:54:53,239.04,234.41
2014-11-03 15:54:53,206.09,202.31
2014-11-03 16:54:52,106.77,101.01
2014-11-03 17:54:52,182.75,180.71
2014-11-03 18:54:51,118.5,116.83
2014-11-03 19:54:51,163.29,158.3
2014-11-03 20:54:50,224.97,219.36
2014-11-03 21:54:50,169.33,161.35
2014-11-03 22:54:49,80.0,67.4
2014-11-03 23:54:48,119.03,107.74
2014-11-04 00:54:48,246.17,243.23
2014-11-04 01:54:47,300.0,296.34
2014-11-04 02:54:47,137.96,133.43
2014-11-04 03:54:46,185.04,176.77
2014-11-04 04:54:46,256.02,250.82
2014-11-04 05:54:45,291.33,279.66
2014-11-04 06:54:45,221.93,220.67
2014-11-04 07:54:44,254.44,254.19
2014-11-04 08:54:44,176.91,170.37
2014-11-04 09:54:43,285.03,278.48
2014-11-04 10:54:43,196.78,191.09
2014-11-04 11:54:42,93.93,91.07
2014-11-04 12:54:41,195.18,188.93
2014-11-04 13:54:41,190.37,190.18
2014-11-04 14:54:40,229.48,218.81
2014-11-04 15:54:40,141.76,136.09
2014-11-04 16:54:39,152.72,150.24
2014-11-04 17:54:39,172.63,169.33
2014-11-04 18:54:38,224.3,217.32
2014-11-04 19:54:38,159.58,153.99
2014-11-04 20:54:37,200.91,192.91
2014-11-04 21:54:37,163.55,157.91
2014-11-04 22:54:36,196.55,190.08
2014-11-04 23:54:35,181.61,172.63
2014-11-05 00:54:35,181.05,172.93
2014-11-05 01:54:34,177.29,171.78
2014-11-05 02:54:34,203.99,197.89
2014-11-05 03:54:33,285.54,277.87
2014-11-05 04:54:33,226.81,223.68
2014-11-05 05:54:32,80.0,77.27
2014-11-05 06:54:32,234.87,229.18
2014-11-05 07:54:31,80.0,78.08
2014-11-05 08:54:31,186.3,176.97
2014-11-05 09:54:30,258.95,256.93
2014-11-05 10:54:30,207.39,201.52
2014-11-05 11:54:29,80.0,76.19
2014-11-05 12:54:28,109.28,106.92
2014-11-05 13:54:28,118.95,116.54
2014-11-05 14:54:27,80.0,74.62
2014-11-05 15:54:27,267.18,258.84
2014-11-05 16:54:26,117.68,115.5
2014-11-05 17:54:26,97.24,93.04
2014-11-05 18:54:25,119.96,117.78
2014-11-05 19:54:25,151.87,150.76
2014-11-05 20:54:24,135.65,130.62
2014-11-05 21:54:24,80.0,79.12
2014-11-05 22:54:23,125.43,122.69
2014-11-05 23:54:23,123.56,121.52
2014-11-06 00:54:22,252.32,247.19
2014-11-06 01:54:21,195.18,190.23
2014-11-06 02:54:21,88.6,85.23
2014-11-06 03:54:20,212.33,200.82
2014-11-06 04:54:20,225.37,220.88
2014-11-06 05:54:19,159.36,153.26
2014-11-06 06:54:19,164.74,158.79
2014-11-06 07:54:18,136.82,133.86
2014-11-06 08:54:18,137.27,131.32
2014-11-06 09:54:17,176.7,171.19
2014-11-06 10:54:17,211.22,207.5
2014-11-06 11:54:16,219.52,209.92
2014-11-06 12:54:16,160.44,157.54
2014-11-06 13:54:15,144.37,140.8
2014-11-06 14:54:14,300.0,288.9
2014-11-06 15:54:14,142.58,138.68
2014-11-06 16:54:13,123.49,119.05
2014-11-06 17:54:13,244.79,244.55
2014-11-06 18:54:12,273.43,266.6
2014-11-06 19:54:12,200.73,196.21
2014-11-06 20:54:11,114.0,109.94
2014-11-06 21:54:11,106.51,101.9
2014-11-06 22:54:10,300.0,291.45
2014-11-06 23:54:10,209.11,201.54
2014-11-07 00:54:09,300.0,287.19
2014-11-07 01:54:08,186.24,177.88
2014-11-07 02:54:08,241.73,234.08
2014-11-07 03:54:07,184.22,181.33
2014-11-07 04:54:07,226.88,221.81
2014-11-07 05:54:06,144.66,137.94
2014-11-07 06:54:06,215.12,212.09
2014-11-07 07:54:05,190.87,187.04
2014-11-07 08:54:05,81.66,79.57
2014-11-07 09:54:04,216.02,213.73
2014-11-07 10:54:04,116.16,114.28
2014-11-07 11:54:03,80.0,78.04
2014-11-07 12:54:03,134.7,129.97
2014-11-07 13:54:02,99.54,97.1
2014-11-07 14:54:01,205.46,203.63
2014-11-07 15:54:01,139.21,134.94
2014-11-07 16:54:00,134.86,132.72
2014-11-07 17:54:00,80.0,76.73
2014-11-07 18:53:59,87.67,85.05
2014-11-07 19:53:59,117.11,112.48
2014-11-07 20:53:58,80.0,64.14
2014-11-07 21:53:58,80.0,77.63
2014-11-07 22:53:57,222.68,220.12
2014-11-07 23:53:57,194.83,190.24
2014-11-08 00:53:56,174.44,169.69
2014-11-08 01:53:56,161.87,158.57
2014-11-08 02:53:55,221.48,215.16
2014-11-08 03:53:54,231.9,225.85
2014-11-08 04:53:54,243.72,241.45
2014-11-08 05:53:53,163.56,159.34
2014-11-08 06:53:53,206.9,198.64
2014-11-08 07:53:52,100.9,85.13
2014-11-08 08:53:52,187.42,178.92
2014-11-08 09:53:51,120.41,116.22
2014-11-08 10:53:51,80.0,79.16
2014-11-08 11:53:50,281.76,272.0
2014-11-08 12:53:50,152.68,149.3
2014-11-08 13:53:49,225.16,217.85
