datetime,energy_supplied_kwh,energy_billed_kwh,hour,day,month,loss_kwh,loss_ratio,rolling_loss_mean,rolling_loss_std,anomaly,anomaly_score
2014-12-14 04:46:07,800.0,626.15,4,14,12,173.85000000000002,0.21731250000000002,0.06460977907308936,0.0713189550188054,-1,-0.025652740945445784
2014-12-14 17:46:00,394.63,284.81,17,14,12,109.82,0.2782859894077997,0.07191824547453306,0.08373916757938489,-1,-0.03166624848275146
2014-12-17 05:45:28,537.32,385.84,5,17,12,151.48000000000008,0.2819176654507557,0.06019782623102917,0.06856118351124253,-1,-0.004745343325174622
2014-12-17 20:45:20,561.19,356.0,20,17,12,205.19000000000005,0.3656337425827261,0.06516865790077728,0.08189911829938085,-1,-0.046292096192704246
2014-12-19 05:45:02,200.0,160.97,5,19,12,39.03,0.19515000000000002,0.04402122871069016,0.037247348637959136,-1,-0.03196519005857357
2014-12-20 01:44:51,359.82,245.93,1,20,12,113.88999999999999,0.3165193707965093,0.06597649106716989,0.06338402653340672,-1,-0.0357140490214608
2014-12-22 16:44:17,470.31,307.87,16,22,12,162.44,0.34538921137122325,0.05511229339223853,0.06408089733106986,-1,-0.01565060990873801
2014-12-22 23:44:13,373.71,272.74,23,22,12,100.96999999999997,0.27018276203473274,0.06525105490630377,0.0774411780736952,-1,-0.023264379130928936
2014-12-23 00:44:13,200.0,180.56,0,23,12,19.439999999999998,0.0972,0.06763803407297043,0.07750906765242559,-1,-0.01501754615641393
2014-12-23 15:44:05,465.69,338.36,15,23,12,127.32999999999998,0.27342223367476215,0.08122462006950032,0.0859696164870138,-1,-0.05247595355025658
2014-12-24 11:43:54,575.78,381.34,11,24,12,194.44,0.337698426482337,0.05921317225284828,0.07780178358054174,-1,-0.03416329466666912
2014-12-30 12:42:36,481.99,342.68,12,30,12,139.31,0.28903089275711114,0.05585535165202119,0.05304199100417226,-1,-0.011278078041170425
2014-12-31 19:42:19,508.32,376.54,19,31,12,131.77999999999997,0.25924614416115827,0.05805842572305017,0.04793208302832997,-1,-0.01042761020321159
2015-01-04 00:41:37,430.42,308.61,0,4,1,121.81,0.28300264857580965,0.06480752133440885,0.06634800208083239,-1,-0.055484996931512987
2015-01-07 17:40:49,491.3,307.45,17,7,1,183.85000000000002,0.37421127620598416,0.05912355216911446,0.06893604805536786,-1,-0.047169140860350844
2015-01-11 01:40:06,298.59,209.91,1,11,1,88.67999999999998,0.2969958806390033,0.05847578808309223,0.0533869960561342,-1,-0.04145186220360664
2015-01-13 09:39:36,218.6,143.85,9,13,1,74.75,0.3419487648673376,0.05114634385225142,0.06466210402863504,-1,-0.049797881330680416
2015-01-14 05:39:25,724.92,507.14,5,14,1,217.77999999999997,0.30041935661866137,0.06914449761324404,0.0796823171279566,-1,-0.04322849103731341
2015-01-15 15:39:07,513.76,317.01,15,15,1,196.75,0.382960915602616,0.06069721483704915,0.07105670543958084,-1,-0.04002186064683966
2015-01-16 22:38:50,559.52,394.89,22,16,1,164.63,0.2942343437231913,0.06250737763556145,0.058852136316586555,-1,-0.013056534755995663
2015-01-18 20:38:25,286.55,181.5,20,18,1,105.05000000000001,0.3666026871401152,0.05526802544055712,0.06785692146665896,-1,-0.050178035962114675
2015-01-19 03:38:21,800.0,561.45,3,19,1,238.54999999999995,0.29818749999999994,0.06532050110343346,0.0841571996989293,-1,-0.04981912142192546
2015-01-20 04:38:08,500.78,330.77,4,20,1,170.01,0.3394903949838252,0.058786155685669646,0.06629855942390864,-1,-0.030278863715138882
2015-01-20 09:38:05,595.4,401.03,9,20,1,194.37,0.32645280483708433,0.07439116480818952,0.0836516600667429,-1,-0.04497462857064105
2015-01-26 18:36:43,395.67,297.91,18,26,1,97.75999999999999,0.24707458235398183,0.05299446253934503,0.04483052800793705,-1,-0.0003976030353359805
2015-01-28 17:36:17,674.68,518.24,17,28,1,156.43999999999994,0.23187288788759108,0.058344776615533334,0.042616349617908555,-1,-0.009499056961348895
2015-01-31 14:35:40,623.48,416.11,14,31,1,207.37,0.33260088535317894,0.05960501870833907,0.06037477447303247,-1,-0.029491130562683154
2015-02-02 16:35:13,412.74,297.34,16,2,2,115.40000000000003,0.2795949023598392,0.053555639157610656,0.052583045327150746,-1,-0.00820372027146865
2015-02-05 21:34:31,200.0,139.06,21,5,2,60.94,0.30469999999999997,0.051253463280533366,0.05798051799494806,-1,-0.054270339769798004
2015-02-09 00:33:51,627.6,466.76,0,9,2,160.84000000000003,0.2562778840025494,0.05571919024930011,0.04763017650259118,-1,-0.0034442689915189506
2015-02-09 01:33:50,445.91,338.72,1,9,2,107.19,0.24038483101971247,0.06402808825567648,0.060578933969201575,-1,-0.014368010426221267
2015-02-10 09:33:33,244.76,176.79,9,10,2,67.97,0.27770060467396634,0.05953982047420486,0.04944205977788923,-1,-0.030803484118065994
2015-02-12 00:33:12,356.13,242.73,0,12,2,113.4,0.3184230477634572,0.0612077774167892,0.05835259960451641,-1,-0.04864014811553008
2015-02-19 20:31:30,200.0,136.11,20,19,2,63.889999999999986,0.31944999999999996,0.05303693574526075,0.05879019123415813,-1,-0.0386763357019172
2015-02-20 08:31:24,468.64,293.68,8,20,2,174.95999999999998,0.37333560942301125,0.07358994778101642,0.08620130711918086,-1,-0.06472071302818871
2015-02-20 17:31:19,253.58,199.75,17,20,2,53.83000000000001,0.21228014827667802,0.0789419189931614,0.09219511395487445,-1,-0.055006021659129045
2015-02-22 03:31:01,355.57,211.03,3,22,2,144.54,0.4065022358466687,0.0696038089531094,0.08116442919841756,-1,-0.06528741446037267
2015-02-25 02:30:22,200.0,125.52,2,25,2,74.48,0.3724,0.0586288569123495,0.06890607500689883,-1,-0.06693207044699778
2015-02-26 00:30:10,327.49,235.62,0,26,2,91.87,0.28052764969922744,0.06643651401126167,0.08361707959871018,-1,-0.0562175430017291
2015-02-27 05:29:55,372.68,237.73,5,27,2,134.95000000000002,0.36210690136309975,0.057029580301379085,0.0670584793802752,-1,-0.04258582376534503
2015-03-03 08:29:01,446.99,294.11,8,3,3,152.88,0.3420210742969641,0.060843062006571226,0.06227394103766926,-1,-0.037861825662968474
2015-03-03 12:28:59,306.03,201.49,12,3,3,104.53999999999996,0.3416004966833316,0.07356311945688926,0.08370794098166387,-1,-0.06941914831517171
2015-03-03 21:28:54,200.0,192.71,21,3,3,7.289999999999992,0.03644999999999996,0.07243460102370877,0.08485841334187753,-1,-0.001988697647968052
2015-03-03 22:28:54,785.33,740.33,22,3,3,45.0,0.05730075254988348,0.07326779804294703,0.0845962461809746,-1,-0.01356012347747515
2015-03-04 04:28:51,800.0,732.65,4,4,3,67.35000000000002,0.08418750000000003,0.0724481309999269,0.08481847346053259,-1,-0.006093709822498905
2015-03-06 02:28:26,526.35,368.79,2,6,3,157.56,0.2993445426047307,0.059679893307929555,0.052942142980078835,-1,-0.008759519398798044
2015-03-06 17:28:18,287.18,179.26,17,6,3,107.92000000000002,0.37579218608538206,0.07113269795488604,0.08477777745624021,-1,-0.08350356300059403
2015-03-06 21:28:15,416.89,258.82,21,6,3,158.07,0.3791647676845211,0.08313721434160377,0.10616290872699644,-1,-0.10309737669644403
2015-03-06 22:28:15,787.68,748.43,22,6,3,39.25,0.049829880154377414,0.0826402294397728,0.10629518222675015,-1,-0.043224971542761614
2015-03-06 23:28:14,200.0,193.56,23,6,3,6.439999999999998,0.032199999999999986,0.08263760776390726,0.10629647952840456,-1,-0.043768037884084454
2015-03-07 00:28:14,321.28,311.8,0,7,3,9.479999999999961,0.02950697211155367,0.08090158820905831,0.10683077170764077,-1,-0.0073800182117965685
2015-03-07 01:28:13,783.86,749.4,1,7,3,34.460000000000036,0.04396193197764912,0.08121397839095582,0.1067060701431119,-1,-0.029156899834831385
2015-03-07 02:28:13,800.0,794.81,2,7,3,5.190000000000055,0.006487500000000068,0.06901160161575871,0.09697866548824378,-1,-0.02371471471427833
2015-03-07 05:28:11,800.0,597.95,5,7,3,202.04999999999995,0.25256249999999997,0.07618582683548904,0.10435631035664977,-1,-0.05667650440096117
2015-03-07 06:28:11,800.0,754.75,6,7,3,45.25,0.0565625,0.0772438373757857,0.10400821790664568,-1,-0.008177591996630929
2015-03-07 12:28:07,746.67,727.06,12,7,3,19.610000000000014,0.02626327561037676,0.07774629075611092,0.10325609278154502,-1,-0.0036997119790406208
2015-03-07 13:28:07,624.29,474.66,13,7,3,149.62999999999994,0.2396802767944384,0.08541358935820303,0.10825614032131015,-1,-0.050417338902964404
2015-03-07 14:28:06,293.08,286.95,14,7,3,6.1299999999999955,0.020915790910331637,0.08438924731280018,0.10876534431423994,-1,-0.0016381032336924006
2015-03-07 15:28:06,656.15,647.41,15,7,3,8.740000000000009,0.013320124971424232,0.08313068531764493,0.10943146970026459,-1,-0.00023376587623402667
2015-03-10 11:27:29,487.78,314.81,11,10,3,172.96999999999997,0.3546065849358317,0.056598889972022004,0.06518971753388463,-1,-0.025333283117462746
2015-03-10 19:27:25,227.98,144.19,19,10,3,83.78999999999999,0.3675322396701465,0.06819025944838368,0.09199732317715174,-1,-0.0959474158170669
2015-03-10 23:27:23,790.68,759.1,23,10,3,31.579999999999927,0.039940304547983925,0.069351877317699,0.09143344714309137,-1,-0.007272899863811633
2015-03-12 00:27:09,426.71,299.49,0,12,3,127.21999999999997,0.29814159499425835,0.04879972078291961,0.05640057330093521,-1,-0.023006979489968105
2015-03-12 03:27:07,636.66,466.49,3,12,3,170.16999999999996,0.2672855213143593,0.05799853987701512,0.07160066157270445,-1,-0.00431408944510403
2015-03-13 05:26:53,800.0,485.85,5,13,3,314.15,0.39268749999999997,0.06597919086893951,0.07184055853763623,-1,-0.05341866082097191
2015-03-22 06:24:56,770.82,505.35,6,22,3,265.47,0.34439947069354715,0.0685119047210362,0.0788877562086495,-1,-0.04418453257686483
2015-03-29 07:23:25,379.43,223.05,7,29,3,156.38,0.4121445325883562,0.05627193241047027,0.07755745970667537,-1,-0.05425422122722057
2015-03-30 21:23:04,652.29,465.47,21,30,3,186.81999999999994,0.2864063530024988,0.05570175773661613,0.05160303286408151,-1,-0.01715948584817395
2015-03-31 10:22:57,469.39,345.67,10,31,3,123.71999999999997,0.263576130722853,0.06596632370381277,0.06700600803829264,-1,-0.013970080377289085
2015-03-31 21:22:51,313.12,205.35,21,31,3,107.77000000000001,0.3441811446090956,0.06863532312014896,0.07527038980899435,-1,-0.0732958944089459
2015-03-31 22:22:51,745.35,722.6,22,31,3,22.75,0.030522573287717177,0.06791739857729584,0.0755598400245821,-1,-0.005620425880798807
2015-04-01 22:22:38,639.84,419.29,22,1,4,220.55,0.3446955488872218,0.05772002214092852,0.0638169763836231,-1,-0.038702969182518254
2015-04-02 13:22:30,432.0,292.18,13,2,4,139.82,0.3236574074074074,0.06863240260232589,0.08510414149124336,-1,-0.043745563541508936
2015-04-06 00:21:45,490.22,306.9,0,6,4,183.32000000000005,0.3739545510179104,0.05896172210374962,0.06933674305183161,-1,-0.043268780942136154
2015-04-06 21:21:34,426.89,319.85,21,6,4,107.03999999999996,0.25074375131766957,0.06701487027475866,0.07908645121576852,-1,-0.010433541407807945
2015-04-06 22:21:33,380.14,247.46,22,6,4,132.67999999999998,0.3490293049928973,0.0788254663161294,0.09781073993806245,-1,-0.09019366486374303
2015-04-06 23:21:33,258.6,245.67,23,6,4,12.930000000000035,0.050000000000000135,0.07976380909452101,0.09740391812340468,-1,-0.012067759349264406
2015-04-11 05:20:38,765.99,525.91,5,11,4,240.08000000000004,0.3134244572383452,0.05723283490664177,0.05658424662912847,-1,-0.009033829198023424
2015-04-11 18:20:30,217.98,176.92,18,11,4,41.06,0.18836590512891094,0.061675997996909156,0.0625640437992663,-1,-0.006987984775754685
2015-04-22 01:18:17,399.46,256.64,1,22,4,142.82,0.35753266910328946,0.05993708465541229,0.06584520926416566,-1,-0.026665406826467453
2015-04-25 23:17:26,740.83,503.72,23,25,4,237.11,0.32005993277810024,0.06630824911643624,0.07583667959177132,-1,-0.054037554769797325
2015-05-02 12:16:02,419.39,231.31,12,2,5,188.07999999999998,0.44846085982021505,0.0668392733266872,0.08256029119096263,-1,-0.055979818636538003
2015-05-02 18:15:58,248.81,168.26,18,2,5,80.55000000000001,0.32374100719424465,0.0772452579723855,0.09811198019107867,-1,-0.10249877275337216
2015-05-02 23:15:56,204.69,196.46,23,2,5,8.22999999999999,0.04020714250818306,0.07554786210943926,0.09856096771455834,-1,-0.027438980376939925
2015-05-03 08:15:51,743.25,720.7,8,3,5,22.549999999999955,0.030339724184325536,0.0753121141633298,0.099091451343406,-1,-0.0056618542433442
2015-05-05 10:15:24,283.61,163.4,10,5,5,120.21000000000001,0.423856704629597,0.06669738589037133,0.0891073534670015,-1,-0.07862389822681781
2015-05-06 17:15:07,395.42,193.85,17,6,5,201.57000000000002,0.509761772292752,0.06420623094886331,0.09612684383149987,-1,-0.07784574985013093
2015-05-06 20:15:05,788.88,731.58,20,6,5,57.299999999999955,0.07263462123516878,0.0638732188831267,0.09654429112304151,-1,-0.005502507089908071
2015-05-07 02:15:02,528.55,348.55,2,7,5,179.99999999999994,0.3405543467978431,0.0736552442177653,0.11282643907456975,-1,-0.0667825798671503
2015-05-07 04:15:01,800.0,752.62,4,7,5,47.379999999999995,0.05922499999999999,0.07559014632511331,0.11216428768032609,-1,-0.014547526428244861
2015-05-07 09:14:58,215.4,204.81,9,7,5,10.590000000000003,0.04916434540389974,0.07824193895174046,0.11113865069486467,-1,-0.0024489185866888308
2015-05-14 07:13:29,423.33,289.2,7,14,5,134.13,0.31684501452767344,0.04942925060241419,0.05912791834915331,-1,-0.0028065359341071794
2015-05-14 09:13:28,611.3,408.62,9,14,5,202.67999999999995,0.3315557009651562,0.06075206127568272,0.08255048724961792,-1,-0.01852230672084121
2015-05-18 16:12:32,538.43,340.5,16,18,5,197.92999999999995,0.36760581691213334,0.06112742836070902,0.06685000537779567,-1,-0.021607365684181756
2015-05-18 21:12:29,329.06,209.49,21,18,5,119.57,0.3633683826657752,0.07237095344970608,0.0914122859453368,-1,-0.07554212485175027
2015-05-20 15:12:07,480.9,291.71,15,20,5,189.19,0.39340819297151175,0.05594379039658543,0.07420159844256542,-1,-0.027418866233618222
2015-05-23 09:11:31,800.0,500.03,9,23,5,299.97,0.37496250000000003,0.06885088880403495,0.08083885261304462,-1,-0.051871889220794
2015-05-29 14:10:11,800.0,559.43,14,29,5,240.57000000000005,0.30071250000000005,0.07437381939491279,0.0705166801303843,-1,-0.05005113666292771
2015-05-30 01:10:05,800.0,764.94,1,30,5,35.059999999999945,0.04382499999999993,0.07360200899746096,0.07054369330429322,-1,-0.008621514499569605
2015-05-30 16:09:57,431.16,284.43,16,30,5,146.73000000000002,0.34031450041747846,0.05907724325473637,0.0628489125930341,-1,-0.020474619883243173
2015-05-31 11:09:46,800.0,799.1,11,31,5,0.8999999999999773,0.0011249999999999715,0.05336106455810882,0.06648468212244825,-1,-0.0020870073345449214
2015-05-31 13:09:45,749.14,515.47,13,31,5,233.66999999999996,0.3119176655898763,0.062204879974592064,0.08468384589795869,-1,-0.04601450116425054
2015-05-31 23:09:40,357.41,212.07,23,31,5,145.34000000000003,0.4066478274250861,0.06562594316788843,0.09549447516366646,-1,-0.08785503323783384
2015-06-06 23:08:22,575.25,388.34,23,6,6,186.91000000000003,0.32491960017383753,0.060324068504014006,0.059370445368131984,-1,-0.01257794665464318
2015-06-08 01:08:08,346.11,252.88,1,8,6,93.23000000000002,0.2693652307070007,0.058107873347565474,0.047878807611957445,-1,-0.012163077762835983
2015-06-08 22:07:57,792.45,537.94,22,8,6,254.51,0.321168527982838,0.06718766542463767,0.0728669577767623,-1,-0.052720930447384906
2015-06-20 00:05:33,353.62,253.24,0,20,6,100.38,0.2838640348396584,0.05850809122963246,0.059370970257510126,-1,-0.010581965250836878
2015-06-21 00:05:20,576.97,323.91,0,21,6,253.06,0.4386016603982876,0.07085951305372275,0.08974890104288989,-1,-0.071151814095336
2015-06-21 10:05:15,561.98,376.33,10,21,6,185.65000000000003,0.3303498345136838,0.0821477759908268,0.10389377328284789,-1,-0.06834009839417587
2015-06-22 09:05:02,800.0,600.06,9,22,6,199.94000000000005,0.24992500000000006,0.06439148244417739,0.07262125034302774,-1,-0.009667543598119166
2015-06-25 17:04:19,488.15,318.5,17,25,6,169.64999999999998,0.34753661784287615,0.06811765380555833,0.07554383380811908,-1,-0.021465970566980075
2015-06-26 02:04:14,510.19,325.45,2,26,6,184.74,0.3621003939708736,0.07867770151074956,0.09734704586181082,-1,-0.07484803439865761
2015-06-26 09:04:10,800.0,781.78,9,26,6,18.220000000000027,0.022775000000000035,0.06840669514567621,0.08974486257498603,-1,-8.629882835753389e-05
2015-06-28 14:03:42,200.0,117.11,14,28,6,82.89,0.41445,0.06528662229888688,0.07607727115905781,-1,-0.0739073568711004
2015-07-02 23:02:45,627.38,388.02,23,2,7,239.36,0.3815231598074532,0.05733901143482913,0.07125329298967023,-1,-0.03851908526687298
2015-07-03 14:02:37,635.24,412.62,14,3,7,222.62,0.3504502235375606,0.06873388641241049,0.09304958357117757,-1,-0.05070743715651338
2015-07-03 20:02:34,222.28,204.03,20,3,7,18.25,0.08210365305020695,0.0721168676838757,0.09183669180393825,-1,-0.01085966192013077
2015-07-05 23:02:06,238.5,154.99,23,5,7,83.50999999999999,0.350146750524109,0.06286762337664696,0.06273903448757205,-1,-0.06491209866053527
2015-07-09 01:01:26,743.44,454.92,1,9,7,288.52000000000004,0.38808780802754766,0.0633438342394686,0.07175217205414079,-1,-0.05264014642977033
2015-07-09 09:01:22,580.38,397.08,9,9,7,183.3,0.31582756125297223,0.07285111394559302,0.08892830786074059,-1,-0.03225207789136397
2015-07-10 14:01:06,434.59,236.75,14,10,7,197.83999999999997,0.4552336685151522,0.06556731164452628,0.0861441146599357,-1,-0.05862206796091818
2015-07-11 20:00:50,365.56,244.82,20,11,7,120.74000000000001,0.3302877776561987,0.05543802936894155,0.06149864198178048,-1,-0.008425047450883572
2015-07-15 07:00:05,325.4,236.17,7,15,7,89.22999999999999,0.27421634910878917,0.06800903686054267,0.05158149743949676,-1,-0.0004781294419223814
2015-07-17 15:59:34,490.24,317.97,15,17,7,172.26999999999998,0.3513993146214099,0.06731520987142507,0.07925010114826282,-1,-0.0221979727892766
2015-07-18 02:59:29,446.28,284.04,2,18,7,162.23999999999995,0.3635385856413013,0.08462581276291847,0.0985519299680062,-1,-0.08922632918477025
2015-07-18 03:59:28,778.14,744.82,3,18,7,33.319999999999936,0.042820058087233576,0.083612220059319,0.09886412216597652,-1,-0.004261118692157839
2015-07-18 07:59:26,800.0,770.75,7,18,7,29.25,0.0365625,0.08228419288285341,0.0993063318690437,-1,-0.004877816504946342
2015-07-18 08:59:25,800.0,756.71,8,18,7,43.289999999999964,0.05411249999999995,0.08290839336496268,0.09907009996067577,-1,-0.010968020408943402
2015-07-19 13:59:10,506.42,327.05,13,19,7,179.37,0.3541921725050353,0.06074774852758456,0.06598463106609512,-1,-0.003096359194454834
2015-07-20 06:59:00,745.51,468.59,6,20,7,276.92,0.3714504164934072,0.0715142762683186,0.09123493359030717,-1,-0.06200911539880316
2015-07-21 07:58:47,395.93,250.78,7,21,7,145.15,0.3666052079913116,0.05654691760107108,0.06727225008790493,-1,-0.010059683075458792
2015-07-22 03:58:36,800.0,638.95,3,22,7,161.04999999999995,0.20131249999999995,0.06793159180662665,0.07285050157562128,-1,-0.003155566641635077
2015-07-22 17:58:29,256.51,148.61,17,22,7,107.89999999999998,0.42064636856262905,0.07133308509197077,0.08297124215872399,-1,-0.07222157450013322
2015-07-30 23:56:42,320.08,228.24,23,30,7,91.83999999999997,0.2869282679330167,0.05715699808104787,0.050744540735800106,-1,-0.028319400919226134
2015-07-31 11:56:35,421.38,308.13,11,31,7,113.25,0.26875978926384736,0.0644453213446577,0.06784733487775695,-1,-0.0027364436597775432
2015-08-01 04:56:26,428.32,306.92,4,1,8,121.39999999999998,0.2834329473290997,0.06940829759458372,0.06575987507915898,-1,-0.03428590664817832
2015-08-03 22:55:50,492.92,295.29,22,3,8,197.63,0.40093727176823823,0.06561722668564056,0.07387516811210378,-1,-0.0489628455082598
2015-08-03 23:55:50,694.62,398.36,23,3,8,296.26,0.4265065791367942,0.0814899918289227,0.10411440186190069,-1,-0.10166479371185178
2015-08-04 00:55:49,487.36,480.53,0,4,8,6.830000000000041,0.01401428102429424,0.08106350353826829,0.10437969755034536,-1,-0.005139776382581118
